"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test endpoints when mysql-router-k8s is related to a TLS operator.","65595","test_expose_external_with_tls","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_expose_external","",""
"Test encryption when backend database is using TLS.","64570","test_connected_encryption","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_tls","",""
"Test encryption when backend database is using TLS.","241248","test_deploy_and_relate","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_tls","",""
"Tries deploying an arm64 charm on amd64 host.","21600","test_arm_charm_on_amd_host","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_architecture","",""
"Test connectivity when backend database is using TLS.","","test_data_integrator_connectivity_with_tls","tests.integration.integration","","unknown","","","test_data_integrator","",""
"Test the lack of VIP in the MySQL Router application.","","test_router_without_vip","tests.integration.integration","","unknown","","","test_hacluster","",""
"Test the database relation.","430259","test_database_relation","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_database","",""
"Test connection sharing disabled mode.","44761","test_connection_sharing_disabled","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_conn_sharing","",""
"Test external connectivity with data-integrator ha-cluster.","","test_external_connectivity_with_ha_cluster","tests.integration.integration","","unknown","","","test_hacluster","",""
"Test that the exporter endpoint works when related with TLS","495466","test_exporter_endpoint","tests.integration.integration","2026-08-16","failed","2026-08-16","","test_exporter_with_tls","",""
"Test the database relation.","269986","test_deploy_and_relate","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_conn_sharing","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","195374","test_deploy_edge","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_upgrade","",""
"Test that exporter endpoint is functional.","450762","test_exporter_endpoint","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_exporter","",""
"Test connectivity when backend database is using Data integrator.","","test_data_integrator_connectivity","tests.integration.integration","","unknown","","","test_data_integrator","",""
"Test a refresh failure and its rollback.","1007248","test_fail_and_rollback","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","299531","test_upgrade_from_edge","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_upgrade","",""
"Test log rotation.","295591","test_log_rotation","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_log_rotation","",""
"Tests Landscape client charm alongside the MySQL charms.","","test_landscape_client","tests.integration.integration","","unknown","","","test_subordinate_charms","",""
"Test the expose-external config option.","176656","test_expose_external","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_expose_external","",""
"Tries deploying an amd64 charm on arm64 host.","0","test_amd_charm_on_arm_host","tests.integration.integration","2026-08-16","skipped","2026-08-16","","test_architecture","",""
"Tests Ubuntu pro charm alongside the MySQL charms.","","test_ubuntu_pro","tests.integration.integration","","unknown","","","test_subordinate_charms","",""
"Test connection sharing enabled mode.","57416","test_connection_sharing_enabled","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_conn_sharing","",""
"Test the failover of the ha-cluster leader.","","test_ha_cluster_failover","tests.integration.integration","","unknown","","","test_hacluster","",""
"Test the database relation.","363196","test_database_relation","tests.integration.integration","2026-08-16","passed","2026-08-16","","test_charm","",""
"Test the certificates of the MySQL Router application.","","test_router_certificates","tests.integration.integration","","unknown","","","test_hacluster","",""
