"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the certificates of the MySQL Router application.","","test_router_certificates","tests.integration.integration","","unknown","","","test_hacluster","",""
"Test log rotation.","242405","test_log_rotation","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_log_rotation","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","350969","test_upgrade_from_edge","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_upgrade","",""
"Test the database relation.","560522","test_deploy_and_relate","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_conn_sharing","",""
"Tries deploying an arm64 charm on amd64 host.","61276","test_arm_charm_on_amd_host","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_architecture","",""
"Tests Ubuntu pro charm alongside the MySQL charms.","","test_ubuntu_pro","tests.integration.integration","","unknown","","","test_subordinate_charms","",""
"Test external connectivity with data-integrator ha-cluster.","","test_external_connectivity_with_ha_cluster","tests.integration.integration","","unknown","","","test_hacluster","",""
"Test encryption when backend database is using TLS.","49532","test_connected_encryption","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_tls","",""
"Test connection sharing disabled mode.","37752","test_connection_sharing_disabled","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_conn_sharing","",""
"Test endpoints when mysql-router-k8s is related to a TLS operator.","58623","test_expose_external_with_tls","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_expose_external","",""
"Tests Landscape client charm alongside the MySQL charms.","","test_landscape_client","tests.integration.integration","","unknown","","","test_subordinate_charms","",""
"Test that exporter endpoint is functional.","474822","test_exporter_endpoint","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_exporter","",""
"Test connectivity when backend database is using TLS.","36404","test_data_integrator_connectivity_with_tls","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_data_integrator","",""
"Test the database relation.","373384","test_database_relation","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_database","",""
"Test a refresh failure and its rollback.","251125","test_fail_and_rollback","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_upgrade","",""
"Test encryption when backend database is using TLS.","554835","test_deploy_and_relate","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","388186","test_deploy_edge","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_upgrade","",""
"Test that the exporter endpoint works when related with TLS","754955","test_exporter_endpoint","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_exporter_with_tls","",""
"Test the failover of the ha-cluster leader.","","test_ha_cluster_failover","tests.integration.integration","","unknown","","","test_hacluster","",""
"Test the expose-external config option.","200277","test_expose_external","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_expose_external","",""
"Tries deploying an amd64 charm on arm64 host.","0","test_amd_charm_on_arm_host","tests.integration.integration","2026-08-28","skipped","2026-08-28","","test_architecture","",""
"Test the database relation.","556458","test_database_relation","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_charm","",""
"Test connection sharing enabled mode.","59613","test_connection_sharing_enabled","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_conn_sharing","",""
"Test the lack of VIP in the MySQL Router application.","","test_router_without_vip","tests.integration.integration","","unknown","","","test_hacluster","",""
"Test connectivity when backend database is using Data integrator.","317194","test_data_integrator_connectivity","tests.integration.integration","2026-08-28","passed","2026-08-28","","test_data_integrator","",""
